0.835042 0.362117
0.90028 0.754561
0.913327 1.13575
0.932898 1.51124
0.958993 1.92085
0.972041 2.30204
0.978565 2.7117
1.01118 2.41005
1.03075 1.99464
1.08947 1.63034
1.10904 1.26045
1.16123 0.873413
1.17428 0.651475
1.21994 0.514806
1.35694 0.292566
1.4548 0.235428
1.63747 0.37154
1.71575 0.479458
1.80708 0.706831
1.8658 0.871695
1.99627 1.07052
2.08108 0.916689
2.17894 0.734374
2.26375 0.597609
2.42684 0.443584
2.61603 0.477262
2.77912 0.653251
2.92917 0.715474
3.12488 0.680858
3.30755 0.589374
3.53588 0.571747
3.65983 0.605585
3.86859 0.599386
4.03169 0.570538
4.27959 0.604073
4.39702 0.672066
4.59925 0.717092
4.7754 0.654073
4.90587 0.477368
5.07549 0.437125
5.25815 0.590307
5.34949 0.738022
5.47344 0.919797
5.53868 1.06188
5.66263 0.862436
5.73439 0.702944
5.79963 0.480879
5.88444 0.355494
6.0671 0.241251
6.18453 0.297863
6.29543 0.513809
6.34762 0.655929
6.36067 0.877804
6.41938 1.24181
6.45853 1.61725
6.49115 1.99271
6.52377 2.39661
6.51724 2.69819
6.55638 2.28273
6.58248 1.91282
6.58248 1.49746
6.6151 1.13323
6.62815 0.763353
6.67381 0.359259
